genes,WTvsMu_lfc,IRvsMock_lfc,Interaction_lfc
Dag1,0.028543787,-0.441311504,0.199446851
Stk32a,0.377541328,-0.210322095,-0.248020363
Hip1,0.449138613,0.691612632,-1.031182969
Zc3h12d,-0.007101426,-0.775571959,0.440297539
Sinhcaf,-0.177412664,1.282381321,-1.273790443
Ifi203,-0.09667226,-0.569027485,-0.455173111
Bahd1,-0.048833353,-0.452496106,0.109607448
Slc7a5,0.184873744,2.568078274,-1.080751151
Saa4,0.174588033,-0.550949166,1.431685934
Stat2,0.190993561,-0.414086301,-0.062997671
Nup43,-0.154903181,1.85844699,-1.066859735
Disp2,-0.290744303,-0.72859069,2.06507992
Ndufb10,-0.041925876,0.95940443,-0.774331476
Baz2a,0.011133166,-0.8951238,0.255380033
Plcb2,-0.172121923,-1.056328601,0.488465207
Ptges3-ps,0.345413077,2.226899871,-1.56308708
Bmf,-0.63604306,-0.817877341,-0.2537422
Cacna2d1,0.21259028,-0.745994891,1.84874623
Zmym5,-0.014357261,-0.490197088,-0.159582122
Abcc8,-0.02970596,-3.218515153,6.494849254
Tdrd6,-0.844070919,-0.352555716,4.134197062
Thbs1,-0.034448972,-0.636416392,1.193677477
Tax1bp3,-0.177337175,-0.726710658,0.512958331
Fmo1,0.025903653,-0.619929396,0.077022132
Ttc12,-0.230968806,-0.016372253,0.46788793
Gpr34,0.409134077,0.087368235,-0.84002555
Tm7sf3,0.012270274,-0.264422967,2.005583763
Tbc1d10c,-0.201869334,-1.092809945,-0.083190018
Lrp1,0.591821668,-1.026561541,0.874408909
Gbp7,0.291743837,-0.606069307,-0.136699102
Sema3d,-0.045365633,-0.2723629,0.27713861
Klhdc4,0.008594509,1.966985367,-0.005239799
Gbp2b,0.663022952,2.713643469,-1.030159456
Mrps28,-0.000834485,1.880287813,-0.332006538
Bach2,-0.174459036,-2.143412835,1.010317845
Cdk6,-0.270668893,1.323528816,-0.485601868
Pacsin1,0.058849212,-0.75178702,-0.388412397
Ndufa4l2,-0.412632788,2.597941371,-1.796286657
Ddx58,-0.121026239,-0.938247252,-0.060290956
Alx4,-0.1256996,-0.590212154,1.710773295
Slc25a24,0.092750797,-0.988136292,0.712873472
Gm15429,-0.307049838,-0.23964331,0.099804404
Tex45,-1.058723975,0.896442315,2.70080572
Arhgap9,-0.140488547,-1.231998404,0.207709877
Trim7,0.079530279,-1.228390004,3.075344363
Mars1,-0.025413967,2.030571839,-0.606883261
Bcor,-0.047442344,-0.234638276,-0.308251495
Ppp1ca,-0.257433054,0.466968822,-0.610579812
Wdr47,-0.102585175,-1.010656452,0.252411157
Abhd13,-0.131907895,0.789088764,-0.609435167
Havcr1,0.300004789,1.854081851,-0.16213883
Dtx3,-0.279740579,-0.479174111,0.217812246
Pitpnc1,0.168840304,-1.361420389,1.650537268
Zbtb38,0.136729214,-0.679142217,0.148981188
Slc26a10,-0.053463808,-0.251125607,-0.270416903
Spns2,-0.227222558,-2.978483713,-0.306630536
Sgms1,-0.13312201,-1.151195016,1.060894504
Mybbp1a,0.172356336,2.209996537,-0.458708484
Blvrb,0.192223339,-0.435498872,-0.564924514
Xaf1,-1.156631236,-0.692383689,0.321000368
Ltbp4,-0.732377933,0.728743872,0.832746883
Marchf9,-0.205179601,-0.008374707,-0.329330612
Manea,-0.065949492,-0.216450774,-0.090278013
Tlr8,0.773627885,0.200432811,-0.477889032
Abhd11,-0.207646276,1.519001864,-0.302723976
Matn1,1.777678902,2.472994381,4.189456162
Ctdsp2-ps,0.139988991,-0.932774749,0.452364467
Pitpnm3,-1.005659307,-0.457788675,0.938331609
Mettl27,-0.456166356,-0.928987144,1.710073599
Wdr7,-0.053781112,-0.751873047,0.282028914
Apoc1,-0.621831738,-0.867748599,0.240411281
Abcb1a,1.050350107,0.204824968,-0.064626129
Cd79b,-0.367402941,-0.248779813,-0.63664372
Pogk,-0.306541055,2.719354528,-0.784873427
Nlrp4a,0.290237991,-0.335020637,0.002283241
Bace2,-0.851267981,-0.768685682,0.851619962
Pck2,-0.067656077,-0.742280376,-0.168891516
Aicda,0.709757427,-0.28472272,-0.432361674
Dok4,-0.06008197,0.164060727,-0.623002531
Ppp1r14c,0.161676491,-1.332982042,1.06070868
Clcf1,-0.114346188,-1.083768011,0.395223396
Sh3bgr,0.180640386,-0.04007497,1.609209084
Phc1,-0.294868102,-0.033703214,-0.273288125
Mthfd1l,-0.087701729,1.74431367,-0.332634998
Hmgn1,-0.038788426,1.157422267,-0.877605043
Madd,-0.03718756,-0.809355589,0.425459135
Tbl3,-0.170481375,2.146055314,-0.844477965
Col16a1,-0.286556943,0.416143627,0.561050833
Limd2,-0.229887834,-0.043043629,-0.772199777
St8sia4,-0.229295652,-0.599124332,-0.521111051
Sh3pxd2b,-0.101261846,-1.320747045,3.206442811
Camta2,0.059832853,-0.396736025,0.063079425
Creg1,0.52184202,-0.41733619,0.091157375
Klc3,-0.042887565,-0.598221486,0.161462582
Rsc1a1,-2.136088248,0.936354531,-6.18801361
Scamp5,0.658130887,-0.534070941,0.392535474
Kcna2,0.393584908,-0.676018097,0.396253093
Cep126,1.867545709,2.81894215,-0.252850997
Ppp1r13l,0.380335034,1.340751397,1.859760935
Rnf167,-0.608078067,-0.28016975,0.315616095
Cd53,-0.166706143,0.235883967,-1.423792511
Lat2,-0.138387601,-0.911396084,-0.243596078
Myh6,-0.011798277,-1.253267033,5.964000497
Cept1,-0.001768953,0.184098879,-0.565492285
Iqsec3,0.120253882,-0.587123551,1.383163353
S100g,-0.513671973,-2.060642509,1.338948025
Chil3,0.985424561,0.168376795,-0.549818667
Tex264,0.101253896,0.145331941,-0.519582183
Dennd6a,-0.189995372,-0.179594221,-0.418352033
Snrpd2,-0.175332591,1.44052748,-0.70959514
Gpr161,-0.062603755,-0.430920978,0.069061109
Gm11639,-0.622210806,1.779054029,0.962030265
Reps2,0.222047551,-0.716272844,0.485020713
Dlk1,-0.528618152,0.626051937,2.189381688
Begain,-0.240962203,-0.764001165,0.51378572
Gfer,-0.052988128,1.939629145,0.810791682
Foxa3,0.722271241,0.538582372,0.964085674
Kcnd3,-1.169342195,1.144028583,1.079572081
Slc19a2,0.032622287,0.830402403,4.810856762
Rfx3,-0.300734279,-0.800075459,0.411640573
Padi6,-1.494469935,1.280207525,2.124984232
Arhgef1,0.062248917,-1.342403846,0.684724645
Cables1,0.154498059,1.114936003,0.973475286
Arhgef10l,-0.748955792,-0.565642732,1.5273647
Sh3kbp1,0.011911226,-1.061551888,-0.157249999
Abhd4,0.206178435,-0.669519803,2.685731686
Npnt,-0.675185005,0.460087398,0.560067723
Trim62,0.049610185,-1.047874965,1.089694637
Iffo2,0.021872874,-0.531808148,0.193704289
Ramp3,0.816627124,1.756989563,3.124081857
Slc7a13,-0.503577159,-0.456874128,1.984029773
Wdr43,-0.03903887,2.28305256,-0.971529716
Pif1,0.802103466,-0.86720047,-0.739757937
Nacad,-0.014981717,-0.992199883,0.67879438
Ostc,0.029951049,1.579381306,-1.20869629
H2az2,-0.184392868,-0.785437518,0.255218453
Chrnb1,-0.249913066,-1.303448917,0.038140264
Pla2g2d,0.303604797,-0.403790926,0.067332453
Map6d1,-0.202375881,1.070093298,0.826601012
Yeats2,-0.102169375,1.061117402,0.98937085
Elovl6,-0.163375294,1.37217703,-0.812556291
Ublcp1,-0.02116087,-0.133926649,-0.057273562
Pklr,2.062330436,0.613547641,-1.821693963
Wnk3,0.162462446,1.997628958,-0.559275062
Lamp3,0.356347905,-2.356026293,0.646364437
Kcnj1,-0.710977929,-1.278125964,0.832370461
Uspl1,-0.153950487,1.296323229,-0.879372875
Nkx6-2,-0.235300275,-1.674901182,0.25676245
Ak7,0.922724738,2.497925805,-0.585244179
Atp1b2,1.466437769,1.533116856,-2.782644932
Bdkrb1,0.400846847,2.321731838,-0.23895172
Rap1gap,0.555196936,-0.869041247,-0.025364403
Rgl2,-0.24233979,-0.200290188,0.080103351
Ssr2,0.012705923,1.182591112,-0.678298989
Pum3,0.039407975,2.457848045,-0.819313838
Shtn1,0.443846859,-0.275118626,0.130875564
Cldn5,-0.490127296,-0.493556636,-0.582011494
Mdfic,0.311787555,0.363007072,-0.949612619
Nthl1,-0.820753354,1.513295718,1.074232891
Ccnb1,0.460562116,-0.366545479,-0.387060454
Mfsd6,-0.188516173,-1.099037772,0.887376798
Arhgap32,0.274419737,-0.664038472,0.481487817
Mmrn2,-0.519545233,-0.712633189,1.32109623
Gpr12,0.607394811,0.179225465,1.881142341
Serpina3g,0.419347878,-0.358132599,-0.205467296
Piezo2,-0.035859189,-0.381986943,0.801535622
Rrp9,-0.045138727,2.477806696,-1.048569351
Irf8,-0.08754476,0.519836624,-1.096052895
Ago1,-0.089801881,-0.055485353,-0.165920747
H2-Ob,-0.29387175,-2.127956213,0.332451928
Prelp,-0.139017733,1.223807806,1.046833133
Entpd3,0.010083426,1.631113247,0.529078603
Gucy1a2,-0.766084363,-0.504209121,1.084563868
Mrps27,-0.009867747,1.726489653,-0.438257821
Kctd12b,0.270779419,-0.661664204,0.075369691
Kif21b,-0.139833091,-2.073017381,1.091699066
Klf8,0.334040602,-0.973874849,-0.0555745
Rims1,-0.108330114,-1.22036869,1.905641557
Lrrc18,-0.02391022,-0.037626055,-0.294295139
Fcho2,0.051756722,-0.795213096,0.471317367
Cox6a1,0.054594567,0.971815938,-0.828950722
Tmem273,0.671643021,-0.150958189,-0.444030623
Ubr7,-0.140400349,0.794694891,-0.872592435
Gm20604,-0.126088071,0.534022226,-0.423767828
Kirrel,-1.013869458,0.188578451,1.320564781
Tspo,-0.216132856,-1.350572381,-0.052143657
Utp15,-0.099660099,1.851644815,-1.068171312
Cd1d2,0.994806192,1.528711887,-1.379348647
Trem3,0.802713678,0.225172999,-0.253667721
Gpr155,-0.232974295,-1.212210221,-0.246197502
Ubac2,-0.12527178,-0.271283131,0.063068261
Enc1,0.165684796,0.234868978,4.381808064
Ydjc,-0.041886581,1.929059424,-0.745174345
Tram2,0.014028306,-1.338030648,0.461785467
Abca9,0.28193481,-0.558635674,-0.203202469
Phlda3,1.114919775,-2.881930954,11.61101833
Efhc1,-0.112184208,-1.788955002,0.852320646
Oasl1,-0.383252029,-0.130949951,-0.590443456
Ptpre,-0.108337516,-1.032741009,1.024680336
Fhdc1,1.361275208,1.734118231,-1.637679218
Rhod,-0.721609436,-1.790696664,8.092285002
Card6,-0.018733201,-0.723779119,0.31452338
Oosp1,0.713294361,0.239273444,0.10882178
Mcm3,0.083756732,1.500867805,-1.29131315
Shisa4,-0.120578662,2.852315544,0.50625244
Wipi1,0.308017037,-0.833283433,1.838342199
Tdrkh,0.484313737,0.730909666,-0.898536788
Ammecr1l,-0.081810112,0.104007626,-0.366672244
AW549877,-0.05637623,-0.093332744,-0.192426822
Agrn,-0.04267429,2.194631292,1.206163237
Mfsd9,-0.018296345,-0.995685777,0.563860919
Tnfrsf18,-0.019411789,-0.405379142,2.6963307
S100a10,-0.300127931,-1.041185958,1.876012836
Arhgef11,-0.119885987,-0.534745747,0.213397638
Hrnr,0.67561779,0.224323623,4.818500317
Zbed3,-0.012598214,0.036686683,-0.488695614
Acacb,-0.446009597,2.086795551,0.110298359
Ncapg2,0.55984896,0.243747231,-0.801691688
Myo3b,0.015413318,-1.597997282,2.968585341
Tmcc2,0.089169916,-0.826102492,0.079122042
Abhd14b,0.074231411,-0.561547081,0.35475401
Hnrnpf,-0.009832533,1.177977735,-0.830743832
Kank3,-0.411219048,1.334819994,4.019429421
Dmgdh,0.418896015,0.171000265,0.213634699
Ccdc115,-0.167573138,1.465278395,-0.833725788
Ssh1,0.163172505,-1.328581015,-0.097640788
Rassf4,0.212263723,-0.926091625,-0.227931246
Dzip1,0.438303409,-0.447363384,3.975918915
Pnliprp1,-0.045690091,0.224372383,5.602763934
Bend6,0.148215473,-0.288186915,-0.090497843
Slc35f2,-0.084921933,2.790467477,-1.412229001
Abhd14a,0.046631439,2.374253871,0.210420293
Bag2,0.359587948,2.40870088,-2.107486561
Lyn,-0.045598666,-0.209692681,-0.104142463
Rabif,-0.063627213,0.614021609,-0.562773104
Ptchd4,-0.736570941,-1.014456417,4.038184871
Trem1,0.412776533,-0.829231276,0.960013885
Nxt2,0.084632455,0.175538277,-0.490134461
Itga1,0.05034048,-0.381778699,-0.180198838
S100a13,-0.026053894,-0.615976503,0.034719864
Specc1,-0.261176091,-0.757578164,0.305338745
Ikbke,0.411883369,0.145188334,3.855782629
Grap2,-0.150163767,-1.095168284,0.72323558
Frem3,-1.441529054,-0.628355306,1.826765021
Gnl3,-0.022083401,2.877686815,-1.188798831
Lgalsl,0.103843567,0.926660747,-0.893425042
Fam83g,-0.024046959,2.000138367,0.466329825
Esm1,-0.535611427,-0.741099787,0.827079932
Atf4,-0.07416066,1.686416019,-0.834650583
Prdm14,-0.045787921,5.367321569,0.552053044
Ccno,3.416485723,4.458145273,-0.75876885
Dhx29,-0.01015128,1.646417725,-0.860917886
Zfp532,0.298390776,-0.443690443,0.510477094
Mindy2,-0.155312616,-0.700189573,-0.278750109
Mybph,0.664387386,-1.578701329,1.316298659
C1galt1,-0.269859943,-0.163811523,-0.343545035
Dctpp1,0.009346246,3.085522919,-1.401649799
Fcmr,-0.157084629,-0.236004041,-0.514823688
Leo1,0.018677934,1.608540943,0.530139644
Hoxd11,0.101623432,-0.178643988,3.224126579
Ago4,-0.059507823,-1.825870945,0.856835695
Usp22,-0.141581883,0.477309828,-0.570110203
AA986860,0.08832429,2.191592488,-0.088131651
Klhl14,-0.20575867,-0.794613471,-0.006384802
Sun2,-0.058099086,-0.439875955,-0.054058617
Adprs,-0.164843261,1.245586499,0.806508034
Ipo11,-0.024356133,1.440180211,-0.8264126
Kdm7a,-0.115022019,-1.173954568,0.449116957
Hirip3,0.201061015,2.938397598,-0.991123062
Stk40,0.010698024,0.140272636,-0.431024102
Pbxip1,-0.009325016,-0.793648112,0.711312044
Gucy2c,0.916123641,1.883219473,0.658750638
Itpr3,0.006811535,-0.545469933,0.115762893
Alkbh5,0.076048453,0.482833615,-0.881579748
Shisal2b,1.429681682,2.667046105,2.363208947
Wdr55,-0.055388077,2.125981063,-1.195990594
Dusp15,-1.476131105,-1.206086953,8.107347914
Ypel3,-0.283064299,-2.484250461,2.390395836
Jph1,0.054218998,-0.539804409,0.677923831
Mapk6,-0.180409317,0.822794221,-0.712063781
Sipa1l1,-0.058328132,-1.007796371,0.424176155
Naa25,-0.105024731,1.726893471,-0.681115691
Map3k9,-0.061627216,-1.257942794,2.552308375
Trafd1,0.071949006,-1.016386874,1.241923184
Wdr74,-0.137265188,2.28762646,-0.6936925
Ttc9,-0.333561046,-3.266017855,7.156879279
Dpm3,-0.19099744,-0.121948775,0.213559352
Id1,-0.706064924,1.422743506,1.389411977
Tmem108,-0.425382385,-2.299620485,3.153247382
Apobr,0.690013532,-0.103378199,-0.035485789
Maneal,-0.303570373,1.156638314,-0.522632994
Trim46,-0.173378375,-2.809528407,1.305528756
Hebp1,0.507878602,-0.093009308,-0.012440592
Muc1,-0.441415123,-1.766395676,1.367716769
Krba1,-0.185140405,-1.116395744,0.661716153
Gpr151,-0.061365384,1.023012322,-0.910621158
Snai1,0.040693245,3.842605996,0.262271774
Fgf11,-0.102095547,-0.629482503,1.444763089
Nrep,0.069914251,-0.149120525,0.834907545
Wfdc12,-0.116968018,-0.646455513,0.545799057
Zc3h6,-0.215582695,-0.837149905,1.724510675
Aida,-0.117391587,-0.61354073,0.204234788
Foxo4,-0.10891532,-0.517977992,0.234118322
Egflam,-0.792882477,0.458298375,1.847007366
Sbk1,-0.276147442,-1.520563488,1.070694225
Ifnk,0.021113317,-1.143163347,0.168864134
Gng2,-0.055162098,-1.133385978,0.130166775
Klhl6,-0.13759209,-0.988131683,0.263889109
Ptgir,-0.405230214,-0.446811252,0.722044011
Spice1,-0.038139526,0.059213783,-0.335713372
Dpy19l1,0.123906646,0.993561931,-1.227779864
Synpo,-0.091773578,-0.020894854,0.973992486
Hic1,0.411982413,0.997893777,4.025185833
Qrfp,-0.38186406,-1.945407769,0.491680031
Lrrn4,-0.538597015,-0.080532859,-0.042807507
D830039M14Rik,-0.213876894,-0.519149178,-0.014810117
Mob1a,-0.000363826,0.785802706,-0.797323108
Crppa,-0.12922823,-0.809588584,0.027876836
Hpdl,-0.073901409,1.540038916,-1.523784626
Arl11,0.734948188,-0.521458392,-0.170440108
Niban3,-0.61581461,1.455888931,0.868221747
Tmem64,-0.091558483,0.492116726,-0.802181118
Pigv,-0.125786521,-0.741015325,0.425138445
Hoxd9,-0.515916224,-0.72846886,1.905897678
Gm6741,0.031299944,0.513615943,-0.757448843
2510009E07Rik,0.388733487,-0.19340417,-0.162947521
Otud1,-0.331282943,-1.589983796,0.582219401
Rnf227,-0.15847895,1.635068275,-2.138988485
Eif3j2,0.049646439,1.945391193,-0.72339063
Psapl1,0.009413857,-2.482434031,0.920494501
Leng9,-0.158556103,-0.110485215,-0.006323222
Pgp,0.023119355,0.961600115,-1.19809779
Adam30,-0.244769448,3.360551631,1.360528384
Gm6863,-0.382226158,0.212456492,-0.491516435
Acot6,0.550083153,1.565292483,0.089537867
Tril,0.144828322,-0.764038565,0.855256728
NA,-0.146265402,-0.255600208,1.043598958
Gimap5,-0.154006107,-0.062935303,-0.228586654
Setx,-0.137093919,0.008212287,-0.226370375
Fam90a1b,0.60877406,0.064252387,1.978467035
Unc5cl,-0.295753095,-1.003565139,0.763256496
Eif5al3-ps,-6.082200361,2.157092266,-0.580994005
1700019D03Rik,0.331946667,0.447225596,-1.401757236
Fam221b,-0.218782859,0.914871317,0.161250301
0610009L18Rik,-0.410289806,-0.602828744,0.532987075
Fem1a,-0.045986656,1.04709075,-0.877183003
Pkhd1,-0.74967763,0.19358042,5.570225356
Gm12481,0.12000851,0.044282452,-0.367497343
1700048O20Rik,-0.152331131,-0.389151191,-0.249138961
Vwce,1.725438869,4.086979483,-0.529029915
Kifc5c-ps,-1.474633285,-4.204293128,8.066071187
Oaz1-ps,0.277513852,-2.386163228,2.944859787
Clec4a3,0.473567078,-0.592706232,-0.080453529
Taf10,0.010947193,1.304054317,-0.792479919
Zmym1,0.065840515,0.917322849,-0.892261775
Chil5,0.030713507,-1.734020939,0.279757644
Kbtbd7,-0.084171863,0.386239641,-0.419764953
S1pr2,0.840372958,-0.418079828,-0.661740846
Olfr544,0.375269282,1.356307706,1.632239911
Gimap7,0.206864642,-0.382654808,-0.502850567
Klri2,-0.220792364,-0.075934907,0.357414569
Wdfy3,0.597008684,-0.919714096,0.365402302
Naalad2,-0.19642295,1.681919556,-0.735069835
Cep164,0.022707988,-1.027703995,0.971842293
Gls2,0.13068643,1.934636876,-0.572887525
Cilp2,1.073066338,3.294373472,-0.429708235
Mrpl50,-0.098356303,1.41004499,-0.745296761
Rell2,0.001786041,2.250468745,-0.308685725
Npb,0.542243687,1.141368378,-1.672358782
Als2cl,-0.161787589,-0.450911066,1.473673821
Ccr10,1.41792065,0.133001987,-0.152823767
Gpr22,-0.338934652,-0.291015376,0.046511899
Eml6,0.322142803,-0.839595045,0.794821565
Efcab8,-0.118889106,1.498960519,2.156145158
Arf6,-0.131334646,0.518433868,-0.766183387
Nkrf,0.00078427,2.044444156,-0.497841084
Hepacam2,0.50365323,-1.502610985,0.762306963
Tnip3,-0.085475114,0.029240922,2.09825549
Bcl2l15,0.658146308,0.546601892,1.865279638
Ptx4,-0.04578069,4.520923061,1.695969863
Gpr146,-0.196822098,-1.690700511,0.571165793
S1pr4,-0.357174472,-2.298900159,0.37519309
Vsig4,0.191870524,-1.006179212,0.682782379
Nkx2-3,-0.700831587,-1.481601826,1.522698456
Nxpe4,0.152588719,-0.220129443,-0.326530785
Nhlrc1,-0.317186877,2.139616101,-0.548485057
Pcsk9,-0.418280238,1.028385356,0.144111591
Crb3,-0.010864965,-1.310016901,0.355819783
Ubb-ps,-0.309959816,0.280932484,1.241514683
Apol7c,-0.472901369,0.50572544,-1.540564878
Mab21l3,0.798853631,-0.295293915,-0.160041794
Trp53i13,-0.126805464,-0.830275182,0.640292074
Gm9790,-2.382586188,1.059300897,2.343282138
Ackr3,0.524534422,1.290001467,-1.097821086
Aplnr,-0.492764261,-0.965680594,-0.178370091
Slc25a53,0.023096026,-0.052293991,-0.338515605
Lacc1,0.278576438,0.383973185,2.97777487
Sowaha,0.578933454,0.071688634,-0.296758616
Cxxc4,0.02982428,-1.074323454,1.482132011
Gm13080,3.040727103,4.268441284,-1.415318008
Adig,0.788773904,2.428998041,-0.257501766
Sptssa,-0.070238002,0.383156273,-0.584071226
Gm9493,-0.768309846,-0.295721434,0.567416121
Gm9791,15.26510045,16.15558145,-11.45281415
Ffar1,0.130216387,0.253355936,-1.134557279
Rin3,0.119932404,-1.417168766,0.071274278
Fam160a2,-0.022226962,0.330429452,1.705950674
Tent5c,-0.950565209,-1.391380513,0.81221036
2510039O18Rik,-0.082987622,0.341664183,-0.458456951
Zfp758,-0.193243747,0.221140543,-0.667100029
Rps2,-0.013374994,1.602994839,-0.348416583
Ackr2,0.614676493,-0.681703769,-0.931193523
Rasip1,-0.215903761,-0.32257656,0.714358951
Tlr7,0.074025927,-0.251158838,-0.645749008
Cnrip1,-0.105971202,-0.666940657,0.368634536
Pard6b,0.16000005,1.769842763,-1.092414881
Ly6k,1.74269316,1.89966274,-1.94138272
Phf11a,0.188218439,0.066107524,-0.484026332
Kcnj10,0.839607306,-0.054165492,-0.122506779
Gemin7,-0.119788778,0.304134976,-0.663653375
E230025N22Rik,-0.00618318,2.277945433,-0.565870487
Serpinb1a,-0.42844411,-2.875700249,-0.489925841
Klk14,-0.117795423,-0.106871814,3.095574825
Abca6,-0.952065561,-1.704937586,1.756595314
Gm6430,-1.339639561,0.481624011,-0.929388145
Trmt10c,0.010513731,1.705770319,-1.106084582
Scml4,-0.232245411,-2.34428727,1.498079888
Hjurp,-0.289928434,-0.237594597,-0.029925648
Cd300c2,0.273216036,-0.271329294,0.258996035
Olfr543,-0.172118374,0.698207727,1.733775949
D630023F18Rik,0.092499726,-0.042682571,2.043687624
Olfr545,0.046623942,2.003078023,2.088785513
Lsm11,-0.086145216,0.951126969,-0.927853024
Ankrd50,-0.019590114,-0.533133289,0.443153872
Zfp367,-0.021832964,0.185297655,-0.78388046
Ubtd2,-0.102399453,1.819039498,0.091543295
Mylk4,-0.09783033,-0.124073884,1.995652753
Fzd5,0.019110864,0.071798369,1.796830878
Tubg2,0.247421746,-0.822344878,-0.649481464
Prss22,0.076517575,-0.606205734,1.538632849
Prkce,-0.168242427,-1.712682104,1.988293021
Megf8,0.097492556,-0.723097531,0.545470211
Lrfn4,0.089622091,2.202772945,-0.666299603
Kcng3,0.338205242,2.299197227,-0.159587686
Zc2hc1c,-0.022645902,0.578488345,-0.545631638
9930022D16Rik,-0.363416328,-0.990655812,0.369394748
S1pr1,0.062722946,-0.676831543,-1.833190493
Arhgef37,-0.346948416,-0.179336225,0.18768569
Magi1,-0.198472313,0.173696376,0.525457098
Olfr1445,1.720778902,3.027129221,-0.106755198
Tubb2b,-0.206224698,-1.18535202,0.65399721
Pigw,0.010213481,1.631885884,-0.766460701
AI467606,-0.321435884,-1.246308435,-0.154114015
Borcs6,-0.349537225,-0.022038087,-0.081613601
Asxl3,-1.045696724,-0.382570502,2.013256996
BC106179,-0.274990366,-0.673877063,0.444399354
Rln3,-0.354626843,-1.595302026,0.210293856
Eola1,-0.179740046,0.452076212,1.454242639
Zfp688,-0.194715624,0.024366447,2.276686987
Ush1g,-0.217163239,-0.713292845,1.794004686
Insig1,-0.257178878,2.012918437,-1.469396636
Fndc7,0.051253068,-0.993389068,-0.033034636
Cenpe,0.606662703,-0.306131247,-0.607741598
Nyap1,0.044624141,-1.012682044,1.403085351
Sh2d5,-0.307739955,2.811986089,-1.082380438
Fam186a,0.675570691,3.885744276,1.720079621
Tnfrsf26,-0.167483992,-1.149535758,2.790457936
Wdr81,-0.136862752,-0.582401274,-0.035341357
Tmem88,-0.039870338,0.161940779,-0.333279947
Cxcr4,0.23452188,-0.031089632,-0.293596847
Epcam,0.557250882,-0.236901764,-0.634763354
Kcnk13,0.211926607,-0.543932317,0.225968288
2410002F23Rik,-0.178119599,1.692072368,-0.677245954
Tmem60,-0.225176833,0.410883671,-0.505718652
Gm9797,0.293646646,3.398922213,-1.986395366
Sys1,-0.168762641,-0.078692525,-0.217336512
Ddx28,-0.172459421,1.218663117,-0.713478897
Fpr1,0.528378076,0.801175014,-0.788725831
Penk,-1.209711223,-0.638860246,3.294940675
Sh3tc2,1.183151008,-0.664768268,-0.908781246
Mtus1,0.536891019,0.093572654,0.021237609
Vwc2l,-0.00406892,-2.05490553,1.487043539
Plekha7,-0.156610902,-1.051676693,5.322601102
Henmt1,-0.867209356,1.224575281,0.76948969
Cdc42ep2,0.223849801,0.112371481,0.02245487
Mfsd5,-0.116764942,1.173436652,-0.843397273
Togaram2,-0.714920482,0.305758335,2.732262178
B230219D22Rik,-0.163505808,0.34799131,-0.369277413
Slc16a5,0.321016334,-0.317121872,-0.04090091
Gm9800,-0.271441264,1.213959376,1.308623006
Hsf3,0.579390253,-1.518713904,-0.396593454
Ptprcap,-0.295123875,0.409098036,-0.509303423
Serpinb9,0.283221163,-0.047373163,-0.37105009
Gvin1,0.020977729,-0.561147571,-0.675329228
Gm9803,0.185561074,0.524459732,-0.301406236
Gm20715,0.198064235,-0.666257073,0.373243221
Clec14a,-0.26499204,-0.409730378,0.31481902
Ifit2,-0.048065013,-0.808843639,0.034215787
Mrps12,-0.053099572,1.61048753,-0.810308818
Cavin2,-0.326729614,-0.628944809,0.402125279
Gpr158,-0.045716955,0.224332822,5.802491368
Eif4g1,0.086545003,1.816179972,-0.471781842
Polr2k,-0.133677099,1.345762108,-0.789860867
Gapt,-0.027117098,-1.46408011,-0.384669043
Pnlip,-0.045633673,0.224449049,7.672810457
Calhm6,-0.07689826,0.052187653,-0.931088724
Rp1l1,1.368987067,0.531187119,1.526380498
Clec9a,-0.464391067,-0.277520937,-0.244496703
4931422A03Rik,-0.208961517,-0.681973125,0.154430667
Tmem229b,-0.118414714,0.188883189,-0.692712424
Kcnrg,0.046809395,-0.393591576,-0.551413517
Adamts6,-0.410941482,-2.073974733,0.450602422
E2f8,0.557863824,0.344786779,-0.783450246
Cd109,0.698590396,0.541176674,2.299959969
Pik3r6,-0.122034388,0.169647609,0.378897006
Plaur,0.191821775,-0.131793107,-0.17405142
Scand1,-0.100608775,-0.899898391,1.326071448
Hepacam,-1.457417793,-2.170517256,6.189930195
Pilra,0.454251566,-0.380225541,-0.062940608
Olfr1444,-0.481208295,1.340388244,0.415041769
Stxbp6,0.052295345,0.077588031,1.850744407
Hs3st2,0.778339056,0.15550415,0.035797431
Gm6195,-0.096515684,-0.498493814,-0.672730534
Gm11223,3.689806197,4.606730445,0.447962111
Jrk,-0.22438851,1.36047599,-0.604498204
1700067K01Rik,-0.110186598,1.368491245,-1.486136734
Lrrc75a,-0.102652742,0.162800962,-0.60360428
Gm5564,-0.174634503,0.855210929,0.696349953
Cmtr2,-0.084689784,1.535802585,-1.035543015
Ppm1e,-0.63852588,-0.259122412,0.343249571
Nexmif,-0.30466371,-1.035485746,5.015177032
Tmem150b,-0.522971183,-0.808104129,0.295422314
Scn4b,-0.776266628,-1.491707283,6.955832221
Golph3l,-0.09688621,0.392898067,-0.421474181
Spin2c,0.908765149,0.250233173,-1.735013101
Unc119b,-0.038229928,-0.200746203,-0.394088116
Tmem215,-1.882560777,-0.852635155,1.159304959
Bdh1,0.21757248,0.816553285,-1.157898052
Pkd1l1,0.590870051,2.751660695,0.275755632
Gm7729,1.05890713,1.627870792,-1.430772557
Cxxc5,-0.314609697,-1.017420057,0.791619762
