genes,Raditation_LFC,Radiation_FDR
Tspyl4,-0.070693627,0.85183482
Dse,-0.087696551,0.87780828
Atp8b1,1.901236624,0.245805989
NA,-0.580791828,0.057259373
Cylc2,4.674875809,NA
Myo9a,-0.61614547,0.006988773
Fam149b,1.044997609,0.000617181
Rbms3,1.862804179,0.018146561
Mocos,0.202167128,0.875825595
Gm7488,-0.895571593,0.111413354
Prex1,0.28684784,0.57311453
Coro7,1.615770746,3.90E-05
Mrpl12,-0.560959588,0.103053261
Vasn,1.931185884,4.97E-06
Oxld1,2.068914743,2.18E-05
Capsl,-0.505220689,0.761484946
Mrps6,-0.029075207,0.969197772
Lap3,-1.776687575,2.52E-08
Zer1,0.759751645,0.009625225
Ncoa7,0.22607141,0.449215949
Trp53rka,-0.702176529,0.087374519
Fnbp1l,-0.955962425,0.084819091
Orai2,2.321666957,3.08E-09
Fbxl5,-0.368658169,0.31349936
Thap3,0.08987374,0.850950714
Il22ra2,-1.358100248,0.461990869
Ypel5,0.282645575,0.516942111
Polr2j,-0.598465793,0.088768046
Galnt12,-0.391537451,0.166722477
Cpeb2,0.349959062,0.499954094
Kmo,-0.687008848,0.064031696
Cercam,3.393665784,1.31E-14
Zfp597,-0.603053126,0.135569748
Tbc1d2,2.353827462,3.00E-05
Slc44a3,0.292587443,0.790041552
Neurl2,-0.444950097,0.571974227
Txlnb,1.528447353,0.000351388
Fgl2,-0.034867952,0.971745229
Slc26a11,0.466938055,0.358750145
Spsb1,2.388882851,0.001844006
Urb1,-0.699821294,0.022554702
Gsap,0.716020066,0.043080752
Dag1,0.199446851,0.706596077
Stk32a,-0.248020363,0.860058757
Hip1,-1.031182969,0.01193904
Zc3h12d,0.440297539,0.112194441
Sinhcaf,-1.273790443,5.68E-06
Ifi203,-0.455173111,0.096770351
Bahd1,0.109607448,0.834032012
Slc7a5,-1.080751151,0.00011548
Saa4,1.431685934,0.148740271
Stat2,-0.062997671,0.877805471
Nup43,-1.066859735,0.007448938
Disp2,2.06507992,0.080579411
Ndufb10,-0.774331476,0.01189193
Baz2a,0.255380033,0.560622986
Plcb2,0.488465207,0.069586541
Ptges3-ps,-1.56308708,0.00068399
Bmf,-0.2537422,0.657397151
Cacna2d1,1.84874623,0.164440449
Zmym5,-0.159582122,0.607339762
Abcc8,6.494849254,NA
Tdrd6,4.134197062,NA
Thbs1,1.193677477,0.236420343
Tax1bp3,0.512958331,0.156290549
Fmo1,0.077022132,0.837630454
Ttc12,0.46788793,0.812212349
Gpr34,-0.84002555,0.074092898
Tm7sf3,2.005583763,1.62E-08
Tbc1d10c,-0.083190018,0.875290264
Lrp1,0.874408909,0.246494282
Gbp7,-0.136699102,0.744879685
Sema3d,0.27713861,0.790266237
Klhdc4,-0.005239799,0.991377646
Gbp2b,-1.030159456,0.297211672
Mrps28,-0.332006538,0.54284984
Bach2,1.010317845,0.008624635
Cdk6,-0.485601868,0.110238743
Pacsin1,-0.388412397,0.327315704
Ndufa4l2,-1.796286657,0.25163928
Ddx58,-0.060290956,0.862875523
Alx4,1.710773295,0.039090304
Slc25a24,0.712873472,0.041660972
Gm15429,0.099804404,0.926158922
Tex45,2.70080572,NA
Arhgap9,0.207709877,0.392062444
Trim7,3.075344363,2.56E-24
Mars1,-0.606883261,0.119803474
Bcor,-0.308251495,0.366682353
Ppp1ca,-0.610579812,0.101706583
Wdr47,0.252411157,0.502493963
Abhd13,-0.609435167,0.185847123
Havcr1,-0.16213883,0.843798398
Dtx3,0.217812246,0.517110971
Pitpnc1,1.650537268,4.72E-13
Zbtb38,0.148981188,0.755174754
Slc26a10,-0.270416903,0.594402577
Spns2,-0.306630536,0.534410377
Sgms1,1.060894504,0.000109703
Mybbp1a,-0.458708484,0.131706942
Blvrb,-0.564924514,0.18568313
Xaf1,0.321000368,0.603933068
Ltbp4,0.832746883,0.309793822
Marchf9,-0.329330612,0.72849436
Manea,-0.090278013,0.77044824
Tlr8,-0.477889032,0.493785219
Abhd11,-0.302723976,0.611297884
Matn1,4.189456162,0.002161527
Ctdsp2-ps,0.452364467,0.44394443
Pitpnm3,0.938331609,0.663376685
Mettl27,1.710073599,0.052472053
Wdr7,0.282028914,0.323489189
Apoc1,0.240411281,0.845846207
Abcb1a,-0.064626129,0.94925433
Cd79b,-0.63664372,0.107726039
Pogk,-0.784873427,0.037440067
Nlrp4a,0.002283241,0.999092715
Bace2,0.851619962,0.685445671
Pck2,-0.168891516,0.660471265
Aicda,-0.432361674,0.753741718
Dok4,-0.623002531,0.21382911
Ppp1r14c,1.06070868,0.364114142
Clcf1,0.395223396,0.355881848
Sh3bgr,1.609209084,0.155276902
Phc1,-0.273288125,0.533475284
Mthfd1l,-0.332634998,0.213885015
Hmgn1,-0.877605043,0.033967228
Madd,0.425459135,0.222340616
Tbl3,-0.844477965,0.004219656
Col16a1,0.561050833,0.716012039
Limd2,-0.772199777,0.013895188
St8sia4,-0.521111051,0.06131332
Sh3pxd2b,3.206442811,0.02442149
Camta2,0.063079425,0.899236651
Creg1,0.091157375,0.881153738
Klc3,0.161462582,0.900517657
Rsc1a1,-6.18801361,0.444933693
Scamp5,0.392535474,0.603012063
Kcna2,0.396253093,0.589426126
Cep126,-0.252850997,0.93550874
Ppp1r13l,1.859760935,0.076658383
Rnf167,0.315616095,0.615750949
Cd53,-1.423792511,0.000615373
Lat2,-0.243596078,0.616638351
Myh6,5.964000497,NA
Cept1,-0.565492285,0.090230962
Iqsec3,1.383163353,0.232386501
S100g,1.338948025,0.238025929
Chil3,-0.549818667,0.739434712
Tex264,-0.519582183,0.038560275
Dennd6a,-0.418352033,0.11592831
Snrpd2,-0.70959514,0.2350554
Gpr161,0.069061109,0.951040844
Gm11639,0.962030265,NA
Reps2,0.485020713,0.620446872
Dlk1,2.189381688,0.328962075
Begain,0.51378572,0.531744103
Gfer,0.810791682,0.077833397
Foxa3,0.964085674,0.650465193
Kcnd3,1.079572081,0.60588516
Slc19a2,4.810856762,3.40E-32
Rfx3,0.411640573,0.242875093
Padi6,2.124984232,0.275504838
Arhgef1,0.684724645,0.052472053
Cables1,0.973475286,0.345888341
Arhgef10l,1.5273647,0.090636442
Sh3kbp1,-0.157249999,0.592303934
Abhd4,2.685731686,1.45E-12
Npnt,0.560067723,0.691413384
Trim62,1.089694637,0.225562009
Iffo2,0.193704289,0.700727598
Ramp3,3.124081857,0.352080428
Slc7a13,1.984029773,0.052472053
Wdr43,-0.971529716,1.68E-05
Pif1,-0.739757937,0.604291101
Nacad,0.67879438,0.122611004
Ostc,-1.20869629,0.002119249
H2az2,0.255218453,0.463614104
Chrnb1,0.038140264,0.95155218
Pla2g2d,0.067332453,0.947754019
Map6d1,0.826601012,0.17033686
Yeats2,0.98937085,0.002909725
Elovl6,-0.812556291,0.017852297
Ublcp1,-0.057273562,0.900517657
Pklr,-1.821693963,0.180174298
Wnk3,-0.559275062,0.220019713
Lamp3,0.646364437,0.38447003
Kcnj1,0.832370461,0.139544503
Uspl1,-0.879372875,0.010046786
Nkx6-2,0.25676245,0.900517657
Ak7,-0.585244179,0.628409417
Atp1b2,-2.782644932,0.073942701
Bdkrb1,-0.23895172,0.87567777
Rap1gap,-0.025364403,0.977777392
Rgl2,0.080103351,0.893236883
Ssr2,-0.678298989,0.138453626
Pum3,-0.819313838,0.001336221
Shtn1,0.130875564,0.899236651
Cldn5,-0.582011494,0.750912121
Mdfic,-0.949612619,4.84E-06
Nthl1,1.074232891,0.153894184
Ccnb1,-0.387060454,0.588221789
Mfsd6,0.887376798,0.037779854
Arhgap32,0.481487817,0.416594175
Mmrn2,1.32109623,0.157473087
Gpr12,1.881142341,0.409994055
Serpina3g,-0.205467296,0.800781428
Piezo2,0.801535622,0.545713622
Rrp9,-1.048569351,0.000832516
Irf8,-1.096052895,9.85E-08
Ago1,-0.165920747,0.745693578
H2-Ob,0.332451928,0.352080428
Prelp,1.046833133,NA
Entpd3,0.529078603,0.81137282
Gucy1a2,1.084563868,0.500339247
Mrps27,-0.438257821,0.139125575
Kctd12b,0.075369691,0.90728783
Kif21b,1.091699066,0.005142607
Klf8,-0.0555745,0.947754019
Rims1,1.905641557,0.133476395
Lrrc18,-0.294295139,0.39947687
Fcho2,0.471317367,0.074230185
Cox6a1,-0.828950722,0.049759178
Tmem273,-0.444030623,0.427456867
Ubr7,-0.872592435,0.003467374
Gm20604,-0.423767828,0.482076172
Kirrel,1.320564781,0.504375848
Tspo,-0.052143657,0.925809184
Utp15,-1.068171312,3.18E-05
Cd1d2,-1.379348647,0.139810208
Trem3,-0.253667721,0.861949521
Gpr155,-0.246197502,0.468635428
Ubac2,0.063068261,0.896090773
Enc1,4.381808064,7.99E-42
Ydjc,-0.745174345,0.010356964
Tram2,0.461785467,0.396403871
Abca9,-0.203202469,0.838240719
Phlda3,11.61101833,1.03E-20
Efhc1,0.852320646,0.603705374
Oasl1,-0.590443456,0.384678875
Ptpre,1.024680336,0.001873437
Fhdc1,-1.637679218,0.2077885
Rhod,8.092285002,1.13E-07
Card6,0.31452338,0.364014541
Oosp1,0.10882178,0.939178578
Mcm3,-1.29131315,5.49E-05
Shisa4,0.50625244,0.819226546
Wipi1,1.838342199,2.89E-05
Tdrkh,-0.898536788,0.098210136
Ammecr1l,-0.366672244,0.353812295
AW549877,-0.192426822,0.589928489
Agrn,1.206163237,0.010160264
Mfsd9,0.563860919,0.456361652
Tnfrsf18,2.6963307,1.02E-07
S100a10,1.876012836,2.50E-06
Arhgef11,0.213397638,0.57311453
Hrnr,4.818500317,NA
Zbed3,-0.488695614,0.38274669
Acacb,0.110298359,0.929144172
Ncapg2,-0.801691688,0.016302556
Myo3b,2.968585341,2.53E-06
Tmcc2,0.079122042,0.926158922
Abhd14b,0.35475401,0.603933068
Hnrnpf,-0.830743832,0.006999823
Kank3,4.019429421,3.93E-17
Dmgdh,0.213634699,NA
Ccdc115,-0.833725788,0.002732714
Ssh1,-0.097640788,0.83939017
Rassf4,-0.227931246,0.693930889
Dzip1,3.975918915,6.60E-14
Pnliprp1,5.602763934,NA
Bend6,-0.090497843,0.892241928
Slc35f2,-1.412229001,0.000570126
Abhd14a,0.210420293,0.772564482
Bag2,-2.107486561,7.10E-05
Lyn,-0.104142463,0.681280095
Rabif,-0.562773104,0.13421022
Ptchd4,4.038184871,NA
Trem1,0.960013885,0.326423253
Nxt2,-0.490134461,0.248493503
Itga1,-0.180198838,0.892996759
S100a13,0.034719864,0.956184324
Specc1,0.305338745,0.802469518
Ikbke,3.855782629,1.24E-23
Grap2,0.72323558,0.017303672
Frem3,1.826765021,NA
Gnl3,-1.188798831,5.49E-06
Lgalsl,-0.893425042,0.101610931
Fam83g,0.466329825,0.364114142
Esm1,0.827079932,0.604175294
Atf4,-0.834650583,0.00749396
Prdm14,0.552053044,NA
Ccno,-0.75876885,0.850949385
Dhx29,-0.860917886,0.001198564
Zfp532,0.510477094,0.520494264
Mindy2,-0.278750109,0.398875262
Mybph,1.316298659,0.545713622
C1galt1,-0.343545035,0.466821416
Dctpp1,-1.401649799,0.01525905
Fcmr,-0.514823688,0.087905474
Leo1,0.530139644,0.067860739
Hoxd11,3.224126579,0.207070977
Ago4,0.856835695,0.026645748
Usp22,-0.570110203,0.057448246
AA986860,-0.088131651,0.960390758
Klhl14,-0.006384802,0.991901442
Sun2,-0.054058617,0.879564419
Adprs,0.806508034,0.064984917
Ipo11,-0.8264126,0.007809505
Kdm7a,0.449116957,0.141560778
Hirip3,-0.991123062,2.13E-05
Stk40,-0.431024102,0.093885483
Pbxip1,0.711312044,0.002842162
Gucy2c,0.658750638,0.464580727
Itpr3,0.115762893,0.761665739
Alkbh5,-0.881579748,0.010654357
Shisal2b,2.363208947,NA
Wdr55,-1.195990594,1.58E-05
Dusp15,8.107347914,NA
Ypel3,2.390395836,4.72E-13
Jph1,0.677923831,0.611297884
Mapk6,-0.712063781,0.003524498
Sipa1l1,0.424176155,0.111954719
Naa25,-0.681115691,0.016146465
Map3k9,2.552308375,1.88E-16
Trafd1,1.241923184,4.84E-06
Wdr74,-0.6936925,0.045354655
Ttc9,7.156879279,0.006904922
Dpm3,0.213559352,0.763961778
Id1,1.389411977,0.229466409
Tmem108,3.153247382,3.08E-14
Apobr,-0.035485789,0.972143486
Maneal,-0.522632994,0.525078248
Trim46,1.305528756,0.247770059
Hebp1,-0.012440592,0.988130101
Muc1,1.367716769,0.348128773
Krba1,0.661716153,0.008979912
Gpr151,-0.910621158,0.117111265
Snai1,0.262271774,0.833285829
Fgf11,1.444763089,0.206558344
Nrep,0.834907545,0.57061652
Wfdc12,0.545799057,0.692753067
Zc3h6,1.724510675,6.41E-05
Aida,0.204234788,0.464995603
Foxo4,0.234118322,0.530051155
Egflam,1.847007366,0.480246739
Sbk1,1.070694225,0.026703689
Ifnk,0.168864134,0.906674404
Gng2,0.130166775,0.691130347
Klhl6,0.263889109,0.304658679
Ptgir,0.722044011,0.660882711
Spice1,-0.335713372,0.523008367
Dpy19l1,-1.227779864,0.000117031
Synpo,0.973992486,0.474790035
Hic1,4.025185833,4.29E-13
Qrfp,0.491680031,0.474336128
Lrrn4,-0.042807507,0.982573374
D830039M14Rik,-0.014810117,0.991901442
Mob1a,-0.797323108,0.045354655
Crppa,0.027876836,0.972143486
Hpdl,-1.523784626,0.130611856
Arl11,-0.170440108,0.906814114
Niban3,0.868221747,0.098752561
Tmem64,-0.802181118,0.068226239
Pigv,0.425138445,0.276618379
Hoxd9,1.905897678,0.150553293
Gm6741,-0.757448843,0.372069847
2510009E07Rik,-0.162947521,0.865769026
Otud1,0.582219401,0.249973615
Rnf227,-2.138988485,9.10E-05
Eif3j2,-0.72339063,0.049895322
Psapl1,0.920494501,0.624641476
Leng9,-0.006323222,0.991449915
Pgp,-1.19809779,0.042756079
Adam30,1.360528384,0.378779699
Gm6863,-0.491516435,NA
Acot6,0.089537867,0.932091938
Tril,0.855256728,0.410932812
NA,1.043598958,0.505205127
Gimap5,-0.228586654,0.462268944
Setx,-0.226370375,0.4685353
Fam90a1b,1.978467035,0.248713
Unc5cl,0.763256496,0.115643866
Eif5al3-ps,-0.580994005,0.798707156
1700019D03Rik,-1.401757236,1.75E-05
Fam221b,0.161250301,0.931961322
0610009L18Rik,0.532987075,0.437467647
Fem1a,-0.877183003,0.008081547
Pkhd1,5.570225356,NA
Gm12481,-0.367497343,0.75798492
1700048O20Rik,-0.249138961,0.648083038
Vwce,-0.529029915,0.884971614
Kifc5c-ps,8.066071187,0.001246084
Oaz1-ps,2.944859787,0.355042255
Clec4a3,-0.080453529,0.917527713
Taf10,-0.792479919,0.012867841
Zmym1,-0.892261775,0.040475605
Chil5,0.279757644,0.796266856
Kbtbd7,-0.419764953,0.439324286
S1pr2,-0.661740846,0.597309674
Olfr544,1.632239911,0.395139753
Gimap7,-0.502850567,0.205221642
Klri2,0.357414569,0.736974089
Wdfy3,0.365402302,0.623913752
Naalad2,-0.735069835,0.507753879
Cep164,0.971842293,0.000266407
Gls2,-0.572887525,0.490546876
Cilp2,-0.429708235,0.855731951
Mrpl50,-0.745296761,0.011529779
Rell2,-0.308685725,0.669673987
Npb,-1.672358782,0.356471588
Als2cl,1.473673821,0.150553293
Ccr10,-0.152823767,0.947754019
Gpr22,0.046511899,0.948426784
Eml6,0.794821565,0.013041738
Efcab8,2.156145158,0.00586194
Arf6,-0.766183387,0.022360983
Nkrf,-0.497841084,0.081814847
Hepacam2,0.762306963,0.046181923
Tnip3,2.09825549,1.68E-05
Bcl2l15,1.865279638,0.002104624
Ptx4,1.695969863,NA
Gpr146,0.571165793,0.086445473
S1pr4,0.37519309,0.318289032
Vsig4,0.682782379,0.683026924
Nkx2-3,1.522698456,0.388035383
Nxpe4,-0.326530785,0.360564258
Nhlrc1,-0.548485057,0.647762818
Pcsk9,0.144111591,0.913517482
Crb3,0.355819783,0.630923844
Ubb-ps,1.241514683,0.441231662
Apol7c,-1.540564878,0.021369733
Mab21l3,-0.160041794,0.925809184
Trp53i13,0.640292074,0.168470702
Gm9790,2.343282138,0.508119549
Ackr3,-1.097821086,0.104441033
Aplnr,-0.178370091,0.948792789
Slc25a53,-0.338515605,0.328707257
Lacc1,2.97777487,6.12E-23
Sowaha,-0.296758616,0.862455411
Cxxc4,1.482132011,0.328975901
Gm13080,-1.415318008,NA
Adig,-0.257501766,0.933651462
Sptssa,-0.584071226,0.309793822
Gm9493,0.567416121,0.755174754
Gm9791,-11.45281415,NA
Ffar1,-1.134557279,0.000681396
Rin3,0.071274278,0.87749794
Fam160a2,1.705950674,1.43E-08
Tent5c,0.81221036,0.705398946
2510039O18Rik,-0.458456951,0.267987724
Zfp758,-0.667100029,0.16438186
Rps2,-0.348416583,0.502493963
Ackr2,-0.931193523,0.047376297
Rasip1,0.714358951,0.600187103
Tlr7,-0.645749008,0.076181836
Cnrip1,0.368634536,0.492915168
Pard6b,-1.092414881,0.023268704
Ly6k,-1.94138272,0.05742373
Phf11a,-0.484026332,0.411341357
Kcnj10,-0.122506779,0.87773851
Gemin7,-0.663653375,0.140748957
E230025N22Rik,-0.565870487,0.692866418
Serpinb1a,-0.489925841,0.109863805
Klk14,3.095574825,0.031791482
Abca6,1.756595314,0.058266642
Gm6430,-0.929388145,0.662160547
Trmt10c,-1.106084582,0.002033481
Scml4,1.498079888,4.21E-07
Hjurp,-0.029925648,0.927150336
Cd300c2,0.258996035,0.734699526
Olfr543,1.733775949,0.097270239
D630023F18Rik,2.043687624,0.001799997
Olfr545,2.088785513,NA
Lsm11,-0.927853024,0.01525905
Ankrd50,0.443153872,0.252395166
Zfp367,-0.78388046,0.013115419
Ubtd2,0.091543295,0.88580221
Mylk4,1.995652753,0.011529779
Fzd5,1.796830878,7.33E-08
Tubg2,-0.649481464,0.425696128
Prss22,1.538632849,0.399401606
Prkce,1.988293021,5.06E-08
Megf8,0.545470211,0.523008367
Lrfn4,-0.666299603,0.501369374
Kcng3,-0.159587686,0.942604606
Zc2hc1c,-0.545631638,0.42050531
9930022D16Rik,0.369394748,0.739434712
S1pr1,-1.833190493,9.20E-15
Arhgef37,0.18768569,0.916597981
Magi1,0.525457098,0.758567541
Olfr1445,-0.106755198,NA
Tubb2b,0.65399721,0.19449834
Pigw,-0.766460701,0.02222128
AI467606,-0.154114015,0.732639635
Borcs6,-0.081613601,0.899236651
Asxl3,2.013256996,0.232386501
BC106179,0.444399354,0.278403464
Rln3,0.210293856,0.899601215
Eola1,1.454242639,0.001115944
Zfp688,2.276686987,5.40E-09
Ush1g,1.794004686,0.275693756
Insig1,-1.469396636,2.36E-05
Fndc7,-0.033034636,0.970889986
Cenpe,-0.607741598,0.369300163
Nyap1,1.403085351,0.54586235
Sh2d5,-1.082380438,0.096192171
Fam186a,1.720079621,NA
Tnfrsf26,2.790457936,6.47E-17
Wdr81,-0.035341357,0.937582367
Tmem88,-0.333279947,0.750964093
Cxcr4,-0.293596847,0.75573924
Epcam,-0.634763354,0.412733028
Kcnk13,0.225968288,0.663347065
2410002F23Rik,-0.677245954,0.017899171
Tmem60,-0.505718652,0.298234427
Gm9797,-1.986395366,0.002096627
Sys1,-0.217336512,0.582455896
Ddx28,-0.713478897,0.122218605
Fpr1,-0.788725831,0.239960735
Penk,3.294940675,0.101054854
Sh3tc2,-0.908781246,0.648399841
Mtus1,0.021237609,0.989123278
Vwc2l,1.487043539,0.436069571
Plekha7,5.322601102,7.13E-56
Henmt1,0.76948969,0.720354371
Cdc42ep2,0.02245487,0.983162079
Mfsd5,-0.843397273,0.031985186
Togaram2,2.732262178,NA
B230219D22Rik,-0.369277413,0.367263404
Slc16a5,-0.04090091,0.980057555
Gm9800,1.308623006,0.268352736
Hsf3,-0.396593454,NA
Ptprcap,-0.509303423,0.250371309
Serpinb9,-0.37105009,0.442378699
Gvin1,-0.675329228,0.304146446
Gm9803,-0.301406236,0.870955782
Gm20715,0.373243221,0.690793861
Clec14a,0.31481902,0.900797959
Ifit2,0.034215787,0.972143486
Mrps12,-0.810308818,0.085739739
Cavin2,0.402125279,0.772041993
Gpr158,5.802491368,NA
Eif4g1,-0.471781842,0.028986679
Polr2k,-0.789860867,0.078158709
Gapt,-0.384669043,0.453895432
Pnlip,7.672810457,NA
Calhm6,-0.931088724,0.016145297
Rp1l1,1.526380498,NA
Clec9a,-0.244496703,0.651512064
4931422A03Rik,0.154430667,0.837052134
Tmem229b,-0.692712424,0.046514789
Kcnrg,-0.551413517,0.276618379
Adamts6,0.450602422,0.248713
E2f8,-0.783450246,0.172857622
Cd109,2.299959969,0.285431831
Pik3r6,0.378897006,0.777560804
Plaur,-0.17405142,0.861949521
Scand1,1.326071448,0.009817576
Hepacam,6.189930195,NA
Pilra,-0.062940608,0.925071066
Olfr1444,0.415041769,0.838584877
Stxbp6,1.850744407,0.06605158
Hs3st2,0.035797431,0.973944558
Gm6195,-0.672730534,0.452924769
Gm11223,0.447962111,0.956266932
Jrk,-0.604498204,0.164021785
1700067K01Rik,-1.486136734,0.049130912
Lrrc75a,-0.60360428,0.192311078
Gm5564,0.696349953,0.623913752
Cmtr2,-1.035543015,0.017048371
Ppm1e,0.343249571,0.491318864
Nexmif,5.015177032,0.003115913
Tmem150b,0.295422314,0.858080908
Scn4b,6.955832221,3.65E-15
Golph3l,-0.421474181,0.324816636
Spin2c,-1.735013101,0.345402461
Unc119b,-0.394088116,0.369684171
Tmem215,1.159304959,0.58501097
Bdh1,-1.157898052,0.002574701
Pkd1l1,0.275755632,0.899236651
Gm7729,-1.430772557,0.630923844
Cxxc5,0.791619762,0.053602639
Tifa,0.388514334,0.283248172
Chtf8,-0.895918173,0.022357989
Rpl14-ps1,-1.585424441,NA
Cdc42se1,-0.124875203,0.760249034
Gprc5a,5.015055163,0.050654525
Fat4,0.934864326,0.611787591
Mrps7,-0.93408177,0.010356964
Fam83h,2.595180051,6.79E-05
Rhoj,1.118660236,0.489244728
Mpeg1,0.376471632,0.432752333
Lrrc75b,0.564413248,0.514997541
Ddit4l,4.10113464,1.72E-15
Mettl21e,0.045787563,0.981690449
Ckap4,0.083521192,0.909421412
Pip5kl1,-1.252119274,0.302353057
Gpr1,-0.496402422,0.759100302
Hectd3,0.132177055,0.67898311
Fbl,-0.568486149,0.034792378
Atxn1,-0.456186676,0.241588703
Irgm1,-0.984954069,0.028299608
Zfp740,-0.170084355,0.701517626
Nqo2,0.491996262,0.2024725
4930432E11Rik,2.476093993,0.198505119
Gpr156,-0.039320725,0.964225873
Pla2g4f,0.060087465,0.980057555
BC053393,0.215551628,0.82314406
Mars2,-0.444358988,0.300225685
Zfp41,-0.336868479,0.632082596
Fbxo41,-0.509120331,0.753741718
Tmem164,-0.297853284,0.289562715
Dusp28,-0.241128323,0.761503893
Tmem198b,0.61169198,0.204561519
Dnajb7,-0.562480427,0.469516276
Cltc,-0.558455646,0.028247395
Cd24a,-1.087638496,0.015787589
Neurl3,0.843679144,0.000870429
Samd14,0.558543921,0.563187925
Dync2h1,0.351066099,0.315873218
Gm527,0.431818329,0.72910818
Taf9b,-0.59965053,0.098020037
H2bc6,-0.303523956,0.638897427
Ptgs1,0.166566638,0.820725668
Emc6,-0.806818799,0.026670588
Zfp358,-0.296004984,0.620938649
Gpr15,-0.260490087,0.912909008
Smgc,0.935372215,0.691443856
Kcnv2,-0.11844242,NA
Mettl21c,-0.099095107,0.910723468
Lancl3,-0.417451652,0.87633657
Cstad,1.009064665,0.489244728
Abhd17b,-0.688660697,0.115834028
Gm7367,-0.390354243,0.825708102
Flrt2,0.505791363,0.84632106
Gpr68,2.748007212,6.79E-15
Gphn,-0.340357194,0.275906454
Gpr141b,0.567799954,0.572846117
Olfr1396,1.084803101,0.662482835
Dmbt1,3.834613624,0.170424635
Mafa,4.243229946,0.006964285
Paxx,-0.341383574,0.48676106
Cd3eap,-1.002037052,0.000115072
Rpsa-ps10,2.533612788,NA
Ust,1.816436581,0.000811165
Samd9l,-0.525273619,0.140780672
Utf1,1.173442957,0.365867787
Fancb,-0.914861629,0.035234919
Atg16l2,0.247011701,0.436399148
Phf13,-0.259648904,0.744352511
Sned1,-0.501377358,0.480634767
Trim16,1.008854412,0.44181313
Pygo2,-0.316853754,0.558309108
Cdca4,-0.656746391,0.141620687
Diras2,0.754389218,0.164193466
Bri3,-0.092592727,0.899236651
Bex4,-0.573027936,NA
Foxi1,-0.204625871,0.960023452
Gimap6,-0.314790959,0.25525375
A4galt,-0.726017298,0.2545195
Rell1,2.006764153,7.79E-08
Tshz2,0.9731448,0.577638041
Npm2,0.233865975,0.932177529
Marcksl1,0.361429838,0.479566751
Rpl9-ps7,-0.301931596,0.707866703
Dipk1c,0.009735237,0.997223568
Timm8a1,-1.091854104,0.023640713
Neurod4,-1.75805094,0.030026997
Tmem229a,0.248515118,0.811122358
Rgmb,-0.542395995,0.395139753
Tenm4,0.638186631,0.329343692
Gm4737,0.504454384,0.406810061
Lmod1,0.787918588,0.838431135
Entpd1,0.206841007,0.421921835
Col6a3,0.541463541,0.7613222
Nat8l,-0.642601966,0.443386501
Mcmbp,-0.609149916,0.015217938
Gm8181,-3.787132543,0.394012426
Gpr85,0.667092864,0.776103315
Amigo2,-1.709464116,1.66E-05
Crebrf,0.458014692,0.081280394
Bcl11b,1.132175502,0.179968852
Gm4884,5.512013055,NA
Ckap2l,-1.20291882,0.115342291
Omd,-0.577084069,0.791466066
Ranbp3l,0.305536044,0.865383281
Smim5,-0.297323131,0.587695339
Ccdc57,-0.211942686,0.838431135
Inka2,5.574161703,3.10E-42
Mypop,-0.219820232,0.690769579
Zdhhc22,0.049375669,0.988130101
Depp1,0.005821897,0.994580002
Mmgt2,-0.539949207,0.108238847
Cd300e,-0.694946661,0.267501402
Duxbl1,0.730794524,0.706088486
Phldb1,0.574523384,0.663078301
Nhlh2,2.553948813,0.265878564
Myof,-0.995930876,0.005154598
Gm6377,-1.420420725,0.001828978
Ctxn1,2.317478689,0.025924681
Mex3d,-1.376935439,0.002383534
Speer4b,5.094950198,NA
Mcat,-0.6560251,0.231937131
Foxo3,2.457921948,3.05E-18
Cyb561d1,0.088331005,0.869303557
Slc35e4,4.19060484,9.21E-08
Pkd1l3,-0.13544458,0.741696767
Gm12185,-0.425798861,0.204503289
Slc25a47,-0.2498322,0.756189364
Cdk5r1,0.024753266,0.969037547
Zfp710,-0.257971206,0.398875262
Rimkla,2.65653382,NA
Efna5,3.52141892,0.006214121
Ccdc125,0.203384113,0.577469059
Gm6206,-1.162785804,0.108155958
Mrgpre,0.94346669,0.176428686
Yjefn3,-1.027982148,0.399036646
Rapgef4,0.695663663,0.124129735
Bmyc,-0.175721917,0.741419883
Sephs2,-1.056001135,0.003840831
Gpr137c,-0.556681984,0.375190708
Ccr2,-0.051310976,0.957384213
Themis,0.87308216,0.366079215
Agtr1a,0.105651606,NA
Frmd3,1.678564606,0.266125452
Gm8186,-0.675366979,0.309988946
C5ar1,0.81605896,0.623913752
Flg2,4.828224277,0.281848234
Nrap,2.727709282,0.174540801
Zfp518a,-0.586591858,0.117633885
Frmpd4,2.707414995,NA
4930515G13Rik,3.333751917,NA
Skint7,0.882270572,0.506237237
Apoo-ps,1.539083282,0.441540151
Gm7324,-1.959929882,NA
Zfp219,2.399487247,1.18E-10
Trappc1,-0.600221661,0.171340259
Syt12,3.818565954,4.06E-16
Sorl1,0.514990057,0.272263446
Fbxw13,-0.72163889,0.538128247
Zfp2,-0.631821619,0.361644097
Kmt5a,-0.761107387,0.014126338
Tenm2,2.381147931,0.341100595
Retreg2,-0.691815238,0.089736296
Zg16,2.083747495,0.204561519
Gemin4,-1.275428724,0.003939987
Prokr1,-1.685215106,0.135354347
Zfp683,0.724227158,0.788066826
Chchd10,-0.840714599,0.03787941
Aff4,0.286288562,0.443744439
Pls1,-0.43307496,0.769377679
Cdc42ep1,1.37137311,0.484495324
